Ministry 5 March 2012 to 28 October 2012

from http://www.aph.gov.au/About_Parliament/Parliamentary_Departments/Parliamentary_Library/Parliamentary_Handbook/Current_Ministry_List/Ministry_5_March_2012_to_28_October_2012

The Hon Julia Gillard, MP		5/3/2012	28/10/2012	Prime Minister
The Hon Wayne Swan, MP			5/3/2012	28/10/2012	Treasurer
The Hon Wayne Swan, MP			5/3/2012	28/10/2012	Deputy Prime Minister
Senator the Hon Chris Evans		5/3/2012	28/10/2012	Minister for Tertiary Education, Skills, Science and Research
Senator the Hon Chris Evans		5/3/2012	28/10/2012	Leader of the Government in the Senate
Senator the Hon Stephen Conroy	5/3/2012	28/10/2012	Minister for Broadband, Communications and the Digital Economy
Senator the Hon Stephen Conroy	5/3/2012	28/10/2012	Minister Assisting the Prime Minister on Digital Productivity
Senator the Hon Stephen Conroy	5/3/2012	28/10/2012	Deputy Leader of the Government in the Senate
The Hon Simon Crean, MP			5/3/2012	28/10/2012	Minister for Regional Australia, Regional Development and Local Government
The Hon Simon Crean, MP			5/3/2012	28/10/2012	Minister for the Arts
The Hon Stephen Smith, MP		5/3/2012	28/10/2012	Minister for Defence
The Hon Stephen Smith, MP		5/3/2012	28/10/2012	Deputy Leader of the House
The Hon Chris Bowen, MP			5/3/2012	28/10/2012	Minister for Immigration and Citizenship
The Hon Anthony Albanese, MP	5/3/2012	28/10/2012	Minister for Infrastructure and Transport
The Hon Anthony Albanese, MP	5/3/2012	28/10/2012	Leader of the House
The Hon Nicola Roxon, MP		5/3/2012	28/10/2012	Attorney-General
The Hon Nicola Roxon, MP		5/3/2012	28/10/2012	Minister for Emergency Management
The Hon Jenny Macklin, MP		5/3/2012	28/10/2012	Minister for Families, Community Services and Indigenous Affairs
The Hon Jenny Macklin, MP		5/3/2012	28/10/2012	Minister for Disability Reform
Senator the Hon Bob Carr		13/3/2012	28/10/2012	Minister for Foreign Affairs
The Hon Kevin Rudd, MP			5/3/2012	13/3/2012	Minister for Foreign Affairs
The Hon Tony Burke, MP			5/3/2012	28/10/2012	Minister for Sustainability, Environment, Water, Population and Communities
The Hon Tony Burke, MP			5/3/2012	28/10/2012	Vice-President of the Executive Council
Senator the Hon Penny Wong		5/3/2012	28/10/2012	Minister for Finance and Deregulation
The Hon Peter Garrett, AM, MP	5/3/2012	28/10/2012	Minister for School Education, Early Childhood and Youth
Senator the Hon Joseph Ludwig	5/3/2012	28/10/2012	Minister for Agriculture, Fisheries and Forestry
Senator the Hon Joseph Ludwig	5/3/2012	28/10/2012	Minister Assisting on Queensland Floods Recovery
The Hon Martin Ferguson, MP		5/3/2012	28/10/2012	Minister for Resources and Energy
The Hon Martin Ferguson, MP		5/3/2012	28/10/2012	Minister for Tourism
The Hon Dr Craig Emerson, MP	5/3/2012	28/10/2012	Minister for Trade and Competitiveness
The Hon Greg Combet, AM, MP		5/3/2012	28/10/2012	Minister for Climate Change and Energy Efficiency
The Hon Greg Combet, AM, MP		5/3/2012	28/10/2012	Minister for Industry and Innovation
The Hon Tanya Plibersek, MP		5/3/2012	28/10/2012	Minister for Health
The Hon Bill Shorten, MP		5/3/2012	28/10/2012	Minister for Employment and Workplace Relations
The Hon Bill Shorten, MP		5/3/2012	28/10/2012	Minister for Financial Services and Superannuation
The Hon. Mark Butler, MP		5/3/2012	28/10/2012	Minister for Mental Health and Ageing
The Hon. Mark Butler, MP		5/3/2012	28/10/2012	Minister for Social Inclusion
The Hon. Mark Butler, MP		5/3/2012	28/10/2012	Minister Assisting the Prime Minister on Mental Health Reform
The Hon Brendan O'Connor, MP	5/3/2012	28/10/2012	Minister for Housing
The Hon Brendan O'Connor, MP	5/3/2012	28/10/2012	Minister for Homelessness
The Hon Brendan O'Connor, MP	5/3/2012	28/10/2012	Minister for Emergency Management
Senator the Hon Kim Carr		5/3/2012	28/10/2012	Minister for Human Services
The Hon Kate Ellis, MP			5/3/2012	28/10/2012	Minister for Early Childhood and Childcare
The Hon Kate Ellis, MP			5/3/2012	28/10/2012	Minister for Employment Participation
The Hon Warren Snowdon, MP		5/3/2012	28/10/2012	Minister for Veterans' Affairs 
The Hon Warren Snowdon, MP		5/3/2012	28/10/2012	Minister for Defence Science and Personnel
The Hon Warren Snowdon, MP		5/3/2012	28/10/2012	Minister for Indigenous Health
The Hon Warren Snowdon, MP		5/3/2012	28/10/2012	Minister Assisting the Prime Minister on the Centenary of ANZAC
The Hon Gary Gray, AO, MP		5/3/2012	28/10/2012	Special Minister of State
The Hon Gary Gray, AO, MP		5/3/2012	28/10/2012	Minister for the Public Service and Integrity
The Hon Jason Clare, MP			5/3/2012	28/10/2012	Minister for Home Affairs 
The Hon Jason Clare, MP			5/3/2012	28/10/2012	Minister for Justice
The Hon Jason Clare, MP			5/3/2012	28/10/2012	Minister for Defence Materiel
The Hon Julie Collins, MP		5/3/2012	28/10/2012	Minister for Community Services 
The Hon Julie Collins, MP		5/3/2012	28/10/2012	Minister for Indigenous Employment and Economic Development 
The Hon Julie Collins, MP		5/3/2012	28/10/2012	Minister for the Status of Women
The Hon David Bradbury, MP		5/3/2012	28/10/2012	Assistant Treasurer 
The Hon David Bradbury, MP		5/3/2012	28/10/2012	Minister Assisting for Deregulation
Senator the Hon Kate Lundy		5/3/2012	28/10/2012	Minister for Sport 
Senator the Hon Kate Lundy		5/3/2012	28/10/2012	Minister for Multicultural Affairs 
Senator the Hon Kate Lundy		5/3/2012	28/10/2012	Minister Assisting for Industry and Innovation
The Hon Justine Elliot, MP		5/3/2012	28/10/2012	Parliamentary Secretary for Trade
The Hon Mike Kelly, AM, MP		5/3/2012	28/10/2012	Parliamentary Secretary for Defence
The Hon. Richard Marles			5/3/2012	28/10/2012	Parliamentary Secretary for Foreign Affairs
